transaction_id,date,customer_id,product,category,quantity,unit_price,total_amount,discount,location,payment_method
TX-1016,2025-01-02,CUST_030,USB-C Hub,Accessories,1,3499.0,3499.0,0.0,Pune,Net Banking
TX-1017,2025-01-03,CUST_001,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Mumbai,Net Banking
TX-1017,2025-01-03,CUST_001,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Mumbai,Net Banking
TX-1018,2025-01-03,CUST_003,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Pune,Net Banking
TX-1018,2025-01-03,CUST_003,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Pune,Net Banking
TX-1018,2025-01-03,CUST_003,Stainless Steel Milk Pitcher,Appliances,2,1299.0,2098.0,500.0,Pune,Net Banking
TX-1019,2025-01-03,CUST_044,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Bengaluru,UPI
TX-1019,2025-01-03,CUST_044,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Bengaluru,UPI
TX-1019,2025-01-03,CUST_044,Stainless Steel Milk Pitcher,Appliances,2,1299.0,2098.0,500.0,Bengaluru,UPI
TX-1020,2025-01-03,CUST_012,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Pune,Credit Card
TX-1021,2025-01-03,CUST_001,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Bengaluru,Credit Card
TX-1021,2025-01-03,CUST_001,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Bengaluru,Credit Card
TX-1021,2025-01-03,CUST_001,Stainless Steel Milk Pitcher,Appliances,2,1299.0,2098.0,500.0,Bengaluru,Credit Card
TX-1022,2025-01-03,CUST_068,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Bengaluru,Net Banking
TX-1022,2025-01-03,CUST_068,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Bengaluru,Net Banking
TX-1023,2025-01-03,CUST_070,Ceramic Coffee Mug,Dining,1,699.0,699.0,0.0,Pune,Net Banking
TX-1023,2025-01-03,CUST_070,Magic Mouse,Accessories,2,7900.0,15300.0,500.0,Pune,Net Banking
TX-1024,2025-01-04,CUST_019,Noise-Cancelling Headphones,Audio,1,19999.0,19999.0,0.0,Hyderabad,Debit Card
TX-1024,2025-01-04,CUST_019,Stainless Steel Milk Pitcher,Appliances,1,1299.0,1299.0,0.0,Hyderabad,Debit Card
TX-1025,2025-01-04,CUST_042,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Bengaluru,Debit Card
TX-1025,2025-01-04,CUST_042,Magic Mouse,Accessories,2,7900.0,15300.0,500.0,Bengaluru,Debit Card
TX-1026,2025-01-04,CUST_060,Stainless Steel Milk Pitcher,Appliances,2,1299.0,2098.0,500.0,Mumbai,Credit Card
TX-1026,2025-01-04,CUST_060,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Mumbai,Credit Card
TX-1027,2025-01-04,CUST_020,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Pune,UPI
TX-1027,2025-01-04,CUST_020,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Pune,UPI
TX-1027,2025-01-04,CUST_020,Stainless Steel Milk Pitcher,Appliances,2,1299.0,2098.0,500.0,Pune,UPI
TX-1028,2025-01-05,CUST_025,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Chennai,Credit Card
TX-1028,2025-01-05,CUST_025,Magic Mouse,Accessories,2,7900.0,15300.0,500.0,Chennai,Credit Card
TX-1028,2025-01-05,CUST_025,USB-C Hub,Accessories,1,3499.0,3499.0,0.0,Chennai,Credit Card
TX-1029,2025-01-05,CUST_061,Noise-Cancelling Headphones,Audio,2,19999.0,39498.0,500.0,Mumbai,Debit Card
TX-1030,2025-01-05,CUST_059,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Bengaluru,Cash on Delivery
TX-1030,2025-01-05,CUST_059,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Bengaluru,Cash on Delivery
TX-1031,2025-01-05,CUST_021,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Pune,UPI
TX-1031,2025-01-05,CUST_021,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Pune,UPI
TX-1031,2025-01-05,CUST_021,Stainless Steel Milk Pitcher,Appliances,2,1299.0,2098.0,500.0,Pune,UPI
TX-1032,2025-01-05,CUST_061,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Bengaluru,Debit Card
TX-1032,2025-01-05,CUST_061,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Bengaluru,Debit Card
TX-1032,2025-01-05,CUST_061,USB-C Hub,Accessories,2,3499.0,6498.0,500.0,Bengaluru,Debit Card
TX-1033,2025-01-05,CUST_030,Noise-Cancelling Headphones,Audio,1,19999.0,19999.0,0.0,Chennai,Cash on Delivery
TX-1033,2025-01-05,CUST_030,Magic Mouse,Accessories,2,7900.0,15300.0,500.0,Chennai,Cash on Delivery
TX-1034,2025-01-05,CUST_063,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Chennai,Cash on Delivery
TX-1034,2025-01-05,CUST_063,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Chennai,Cash on Delivery
TX-1034,2025-01-05,CUST_063,USB-C Hub,Accessories,2,3499.0,6498.0,500.0,Chennai,Cash on Delivery
TX-1035,2025-01-06,CUST_025,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Delhi NCR,Credit Card
TX-1035,2025-01-06,CUST_025,27-inch 4K Monitor,Displays,1,34999.0,34999.0,0.0,Delhi NCR,Credit Card
TX-1036,2025-01-06,CUST_002,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Delhi NCR,UPI
TX-1037,2025-01-06,CUST_060,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Delhi NCR,UPI
TX-1037,2025-01-06,CUST_060,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Delhi NCR,UPI
TX-1037,2025-01-06,CUST_060,Stainless Steel Milk Pitcher,Appliances,2,1299.0,2098.0,500.0,Delhi NCR,UPI
TX-1038,2025-01-07,CUST_016,27-inch 4K Monitor,Displays,1,34999.0,34999.0,0.0,Pune,Debit Card
TX-1039,2025-01-07,CUST_062,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Chennai,Credit Card
TX-1040,2025-01-07,CUST_060,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Hyderabad,Debit Card
TX-1040,2025-01-07,CUST_060,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Hyderabad,Debit Card
TX-1040,2025-01-07,CUST_060,Stainless Steel Milk Pitcher,Appliances,2,1299.0,2098.0,500.0,Hyderabad,Debit Card
TX-1041,2025-01-07,CUST_047,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Bengaluru,Debit Card
TX-1041,2025-01-07,CUST_047,Magic Mouse,Accessories,2,7900.0,15300.0,500.0,Bengaluru,Debit Card
TX-1042,2025-01-07,CUST_030,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Bengaluru,UPI
TX-1042,2025-01-07,CUST_030,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Bengaluru,UPI
TX-1042,2025-01-07,CUST_030,Stainless Steel Milk Pitcher,Appliances,1,1299.0,1299.0,0.0,Bengaluru,UPI
TX-1043,2025-01-07,CUST_062,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Mumbai,Debit Card
TX-1043,2025-01-07,CUST_062,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Mumbai,Debit Card
TX-1043,2025-01-07,CUST_062,Stainless Steel Milk Pitcher,Appliances,1,1299.0,1299.0,0.0,Mumbai,Debit Card
TX-1044,2025-01-07,CUST_034,Ceramic Coffee Mug,Dining,2,699.0,898.0,500.0,Pune,UPI
TX-1045,2025-01-08,CUST_057,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Chennai,Debit Card
TX-1045,2025-01-08,CUST_057,Magic Mouse,Accessories,2,7900.0,15300.0,500.0,Chennai,Debit Card
TX-1045,2025-01-08,CUST_057,USB-C Hub,Accessories,2,3499.0,6498.0,500.0,Chennai,Debit Card
TX-1046,2025-01-08,CUST_069,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Hyderabad,Credit Card
TX-1047,2025-01-08,CUST_069,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Hyderabad,Credit Card
TX-1047,2025-01-08,CUST_069,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Hyderabad,Credit Card
TX-1047,2025-01-08,CUST_069,USB-C Hub,Accessories,2,3499.0,6498.0,500.0,Hyderabad,Credit Card
TX-1048,2025-01-08,CUST_001,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Chennai,Cash on Delivery
TX-1048,2025-01-08,CUST_001,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Chennai,Cash on Delivery
TX-1048,2025-01-08,CUST_001,USB-C Hub,Accessories,2,3499.0,6498.0,500.0,Chennai,Cash on Delivery
TX-1049,2025-01-09,CUST_032,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Bengaluru,Debit Card
TX-1049,2025-01-09,CUST_032,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Bengaluru,Debit Card
TX-1049,2025-01-09,CUST_032,Stainless Steel Milk Pitcher,Appliances,1,1299.0,1299.0,0.0,Bengaluru,Debit Card
TX-1050,2025-01-09,CUST_033,Noise-Cancelling Headphones,Audio,1,19999.0,19999.0,0.0,Chennai,Net Banking
TX-1050,2025-01-09,CUST_033,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Chennai,Net Banking
TX-1051,2025-01-10,CUST_002,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Chennai,Net Banking
TX-1051,2025-01-10,CUST_002,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Chennai,Net Banking
TX-1051,2025-01-10,CUST_002,Stainless Steel Milk Pitcher,Appliances,2,1299.0,2098.0,500.0,Chennai,Net Banking
TX-1052,2025-01-10,CUST_026,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Delhi NCR,Credit Card
TX-1052,2025-01-10,CUST_026,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Delhi NCR,Credit Card
TX-1052,2025-01-10,CUST_026,USB-C Hub,Accessories,2,3499.0,6498.0,500.0,Delhi NCR,Credit Card
TX-1053,2025-01-10,CUST_058,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Chennai,Credit Card
TX-1053,2025-01-10,CUST_058,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Chennai,Credit Card
TX-1054,2025-01-10,CUST_021,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Chennai,UPI
TX-1054,2025-01-10,CUST_021,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Chennai,UPI
TX-1054,2025-01-10,CUST_021,Stainless Steel Milk Pitcher,Appliances,2,1299.0,2098.0,500.0,Chennai,UPI
TX-1055,2025-01-10,CUST_049,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Bengaluru,Debit Card
TX-1055,2025-01-10,CUST_049,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Bengaluru,Debit Card
TX-1056,2025-01-10,CUST_023,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Pune,Cash on Delivery
TX-1056,2025-01-10,CUST_023,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Pune,Cash on Delivery
TX-1056,2025-01-10,CUST_023,USB-C Hub,Accessories,1,3499.0,3499.0,0.0,Pune,Cash on Delivery
TX-1057,2025-01-10,CUST_030,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Mumbai,UPI
TX-1057,2025-01-10,CUST_030,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Mumbai,UPI
TX-1058,2025-01-11,CUST_059,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Bengaluru,UPI
TX-1058,2025-01-11,CUST_059,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Bengaluru,UPI
TX-1059,2025-01-11,CUST_009,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Hyderabad,Debit Card
TX-1059,2025-01-11,CUST_009,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Hyderabad,Debit Card
TX-1060,2025-01-11,CUST_069,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Bengaluru,Debit Card
TX-1060,2025-01-11,CUST_069,Magic Mouse,Accessories,2,7900.0,15300.0,500.0,Bengaluru,Debit Card
TX-1060,2025-01-11,CUST_069,USB-C Hub,Accessories,1,3499.0,3499.0,0.0,Bengaluru,Debit Card
TX-1061,2025-01-11,CUST_023,Mechanical Keyboard,Accessories,2,9999.0,19498.0,500.0,Mumbai,Cash on Delivery
TX-1061,2025-01-11,CUST_023,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Mumbai,Cash on Delivery
TX-1062,2025-01-11,CUST_009,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Delhi NCR,Credit Card
TX-1062,2025-01-11,CUST_009,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Delhi NCR,Credit Card
TX-1062,2025-01-11,CUST_009,Stainless Steel Milk Pitcher,Appliances,2,1299.0,2098.0,500.0,Delhi NCR,Credit Card
TX-1063,2025-01-11,CUST_013,Ceramic Coffee Mug,Dining,2,699.0,898.0,500.0,Delhi NCR,UPI
TX-1063,2025-01-11,CUST_013,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Delhi NCR,UPI
TX-1064,2025-01-12,CUST_017,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Mumbai,Cash on Delivery
TX-1064,2025-01-12,CUST_017,27-inch 4K Monitor,Displays,1,34999.0,34999.0,0.0,Mumbai,Cash on Delivery
TX-1065,2025-01-12,CUST_067,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Chennai,Cash on Delivery
TX-1065,2025-01-12,CUST_067,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Chennai,Cash on Delivery
TX-1065,2025-01-12,CUST_067,Stainless Steel Milk Pitcher,Appliances,2,1299.0,2098.0,500.0,Chennai,Cash on Delivery
TX-1066,2025-01-12,CUST_072,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Chennai,UPI
TX-1067,2025-01-12,CUST_045,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Chennai,Cash on Delivery
TX-1067,2025-01-12,CUST_045,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Chennai,Cash on Delivery
TX-1067,2025-01-12,CUST_045,USB-C Hub,Accessories,1,3499.0,3499.0,0.0,Chennai,Cash on Delivery
TX-1068,2025-01-12,CUST_036,USB-C Hub,Accessories,2,3499.0,6498.0,500.0,Bengaluru,Net Banking
TX-1068,2025-01-12,CUST_036,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Bengaluru,Net Banking
TX-1069,2025-01-13,CUST_012,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Delhi NCR,Debit Card
TX-1069,2025-01-13,CUST_012,Magic Mouse,Accessories,2,7900.0,15300.0,500.0,Delhi NCR,Debit Card
TX-1069,2025-01-13,CUST_012,USB-C Hub,Accessories,2,3499.0,6498.0,500.0,Delhi NCR,Debit Card
TX-1070,2025-01-13,CUST_036,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Delhi NCR,Credit Card
TX-1070,2025-01-13,CUST_036,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Delhi NCR,Credit Card
TX-1070,2025-01-13,CUST_036,USB-C Hub,Accessories,1,3499.0,3499.0,0.0,Delhi NCR,Credit Card
TX-1071,2025-01-14,CUST_064,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Bengaluru,UPI
TX-1071,2025-01-14,CUST_064,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Bengaluru,UPI
TX-1071,2025-01-14,CUST_064,USB-C Hub,Accessories,2,3499.0,6498.0,500.0,Bengaluru,UPI
TX-1072,2025-01-14,CUST_029,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Chennai,Net Banking
TX-1072,2025-01-14,CUST_029,Ceramic Coffee Mug,Dining,1,699.0,699.0,0.0,Chennai,Net Banking
TX-1073,2025-01-14,CUST_005,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Mumbai,UPI
TX-1073,2025-01-14,CUST_005,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Mumbai,UPI
TX-1074,2025-01-14,CUST_026,Noise-Cancelling Headphones,Audio,2,19999.0,39498.0,500.0,Mumbai,Net Banking
TX-1075,2025-01-14,CUST_069,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Chennai,Net Banking
TX-1075,2025-01-14,CUST_069,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Chennai,Net Banking
TX-1076,2025-01-15,CUST_074,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Bengaluru,UPI
TX-1076,2025-01-15,CUST_074,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Bengaluru,UPI
TX-1076,2025-01-15,CUST_074,USB-C Hub,Accessories,1,3499.0,3499.0,0.0,Bengaluru,UPI
TX-1077,2025-01-15,CUST_045,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Chennai,Debit Card
TX-1077,2025-01-15,CUST_045,Magic Mouse,Accessories,2,7900.0,15300.0,500.0,Chennai,Debit Card
TX-1077,2025-01-15,CUST_045,USB-C Hub,Accessories,2,3499.0,6498.0,500.0,Chennai,Debit Card
TX-1078,2025-01-15,CUST_072,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Delhi NCR,Credit Card
TX-1078,2025-01-15,CUST_072,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Delhi NCR,Credit Card
TX-1079,2025-01-16,CUST_012,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Mumbai,Debit Card
TX-1079,2025-01-16,CUST_012,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Mumbai,Debit Card
TX-1080,2025-01-16,CUST_017,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Chennai,Cash on Delivery
TX-1080,2025-01-16,CUST_017,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Chennai,Cash on Delivery
TX-1081,2025-01-16,CUST_038,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Hyderabad,Credit Card
TX-1081,2025-01-16,CUST_038,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Hyderabad,Credit Card
TX-1081,2025-01-16,CUST_038,Stainless Steel Milk Pitcher,Appliances,1,1299.0,1299.0,0.0,Hyderabad,Credit Card
TX-1082,2025-01-17,CUST_051,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Delhi NCR,Debit Card
TX-1082,2025-01-17,CUST_051,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Delhi NCR,Debit Card
TX-1082,2025-01-17,CUST_051,Stainless Steel Milk Pitcher,Appliances,2,1299.0,2098.0,500.0,Delhi NCR,Debit Card
TX-1083,2025-01-17,CUST_030,USB-C Hub,Accessories,2,3499.0,6498.0,500.0,Delhi NCR,Net Banking
TX-1084,2025-01-17,CUST_053,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Delhi NCR,Cash on Delivery
TX-1084,2025-01-17,CUST_053,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Delhi NCR,Cash on Delivery
TX-1084,2025-01-17,CUST_053,USB-C Hub,Accessories,1,3499.0,3499.0,0.0,Delhi NCR,Cash on Delivery
TX-1085,2025-01-17,CUST_023,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Bengaluru,Debit Card
TX-1085,2025-01-17,CUST_023,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Bengaluru,Debit Card
TX-1085,2025-01-17,CUST_023,USB-C Hub,Accessories,2,3499.0,6498.0,500.0,Bengaluru,Debit Card
TX-1086,2025-01-18,CUST_027,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Chennai,Credit Card
TX-1086,2025-01-18,CUST_027,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Chennai,Credit Card
TX-1086,2025-01-18,CUST_027,Stainless Steel Milk Pitcher,Appliances,1,1299.0,1299.0,0.0,Chennai,Credit Card
TX-1087,2025-01-18,CUST_042,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Chennai,Cash on Delivery
TX-1087,2025-01-18,CUST_042,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Chennai,Cash on Delivery
TX-1087,2025-01-18,CUST_042,Stainless Steel Milk Pitcher,Appliances,2,1299.0,2098.0,500.0,Chennai,Cash on Delivery
TX-1088,2025-01-18,CUST_046,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Delhi NCR,UPI
TX-1088,2025-01-18,CUST_046,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Delhi NCR,UPI
TX-1089,2025-01-18,CUST_026,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Mumbai,UPI
TX-1089,2025-01-18,CUST_026,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Mumbai,UPI
TX-1090,2025-01-19,CUST_014,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Delhi NCR,Debit Card
TX-1090,2025-01-19,CUST_014,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Delhi NCR,Debit Card
TX-1090,2025-01-19,CUST_014,Stainless Steel Milk Pitcher,Appliances,2,1299.0,2098.0,500.0,Delhi NCR,Debit Card
TX-1091,2025-01-19,CUST_014,Organic Coffee Beans 1kg,Pantry,1,1899.0,1899.0,0.0,Bengaluru,Net Banking
TX-1092,2025-01-19,CUST_028,USB-C Hub,Accessories,1,3499.0,3499.0,0.0,Delhi NCR,UPI
TX-1092,2025-01-19,CUST_028,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Delhi NCR,UPI
TX-1093,2025-01-19,CUST_018,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Hyderabad,Credit Card
TX-1093,2025-01-19,CUST_018,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Hyderabad,Credit Card
TX-1093,2025-01-19,CUST_018,Stainless Steel Milk Pitcher,Appliances,1,1299.0,1299.0,0.0,Hyderabad,Credit Card
TX-1094,2025-01-19,CUST_042,Espresso Machine,Appliances,1,42999.0,42999.0,0.0,Mumbai,Cash on Delivery
TX-1094,2025-01-19,CUST_042,Organic Coffee Beans 1kg,Pantry,2,1899.0,3298.0,500.0,Mumbai,Cash on Delivery
TX-1095,2025-01-19,CUST_059,MacBook Pro M3,Electronics,1,149900.0,149900.0,0.0,Bengaluru,Cash on Delivery
TX-1095,2025-01-19,CUST_059,Magic Mouse,Accessories,1,7900.0,7900.0,0.0,Bengaluru,Cash on Delivery
TX-1096,2025-01-19,CUST_022,Mechanical Keyboard,Accessories,2,9999.0,19498.0,500.0,Chennai,Debit Card
